locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	refseq
SACI_RS06400	Saci_1339	Saci_1339	Sacid_01313		1141768.0	1142709.0	-	hypothetical protein	hypothetical protein	"Cell cycle control, cell division, chromosome partitioning"	A0A0U3FT63	NC_007181.1
SACI_RS06405	gar1	Saci_1340	Sacid_01314		1142977.0	1143249.0	+	H/ACA RNA-protein complex protein Gar1	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U2W268	NC_007181.1
SACI_RS06410	tfb2	Saci_1341	Sacid_01315		1143246.0	1144121.0	+	transcription initiation factor IIB family protein	hypothetical protein	Transcription	A0A0U2Y4G9	NC_007181.1
SACI_RS06415	Saci_1342	Saci_1342	Sacid_01316		1144185.0	1144559.0	+	transcription factor TFIIIC	hypothetical protein	Transcription	A0A0U3FBW5	NC_007181.1
SACI_RS06420	trm1	Saci_1343	Sacid_01317		1144536.0	1145684.0	-	tRNA (guanine(26)-N(2))-dimethyltransferase	tRNA (guanine(26)-N(2)/guanine(27)-N(2))-dimethyltransferase	"Translation, ribosomal structure and biogenesis"	A0A0U2WYF7	NC_007181.1
SACI_RS06425	Saci_1344	Saci_1344	Sacid_01318		1145671.0	1146588.0	-	helix-turn-helix domain-containing protein	hypothetical protein	Transcription	A0A0U3H6C5	NC_007181.1
SACI_RS06430	Saci_1345	Saci_1345	Sacid_01319		1146572.0	1147000.0	-	DUF61 family protein	hypothetical protein	Function unknown	A0A0U3H8F7	NC_007181.1
SACI_RS06435	Saci_1346	Saci_1346	Sacid_01320		1147005.0	1147700.0	-	fibrillarin-like rRNA/tRNA 2'-O-methyltransferase	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3H8D6	NC_007181.1
SACI_RS06440	Saci_1347	Saci_1347	Sacid_01321		1147701.0	1148939.0	-	hypothetical protein	hypothetical protein	"Translation, ribosomal structure and biogenesis"	F2Z5Z2	NC_007181.1
SACI_RS06445	Saci_1348	Saci_1348	Sacid_01322		1149000.0	1149164.0	+	30S ribosomal protein S30e	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U2NDM5	NC_007181.1
SACI_RS06450	gatD	Saci_1349	Sacid_01323		1149196.0	1150536.0	+	Glu-tRNA(Gln) amidotransferase subunit GatD	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U3HJT4	NC_007181.1
SACI_RS06455	gatE	Saci_1350	Sacid_01324	GATB	1150514.0	1152418.0	+	Glu-tRNA(Gln) amidotransferase subunit GatE	"Glutamyl-tRNA(Gln) amidotransferase subunit B, chloroplastic/mitochondrial"	"Translation, ribosomal structure and biogenesis"	A0A0U3FLF2	NC_007181.1
SACI_RS06460	Saci_1351	Saci_1351	Sacid_01325		1152471.0	1153529.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GQ85	NC_007181.1
SACI_RS06465	Saci_1352	Saci_1352	Sacid_01326		1153491.0	1153889.0	-	transcriptional regulator	hypothetical protein	Transcription	A0A0U3GPL1	NC_007181.1
SACI_RS06470	nrdZ	Saci_1353	Sacid_01327		1153948.0	1156461.0	-	adenosylcobalamin-dependent ribonucleoside-diphosphate reductase	Vitamin B12-dependent ribonucleoside-diphosphate reductase	Nucleotide transport and metabolism	A0A0U3H750	NC_007181.1
SACI_RS06475	Saci_1354	Saci_1354	Sacid_01328		1156623.0	1157369.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GZC3	NC_007181.1
SACI_RS06480	pgk/tpi	Saci_1355	Sacid_01329		1157411.0	1158658.0	+	phosphoglycerate kinase	Bifunctional PGK/TIM	Carbohydrate transport and metabolism	A0A0U3GJT2	NC_007181.1
SACI_RS06485	Saci_1356	Saci_1356	Sacid_01330		1158645.0	1159676.0	+	phosphorylating glyceraldehyde-3-phosphate dehydrogenase	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3H181	NC_007181.1
SACI_RS06490	uspB	Saci_1357	Sacid_01331		1159673.0	1160080.0	+	universal stress protein UspB	hypothetical protein	Signal transduction mechanisms	A0A0U3GLM1	NC_007181.1
SACI_RS06495	glyA	Saci_1358	Sacid_01332		1160073.0	1161374.0	-	serine hydroxymethyltransferase	Serine hydroxymethyltransferase	Amino acid transport and metabolism	A0A0U2W255	NC_007181.1
SACI_RS06500	hmgA	Saci_1359	Sacid_01333		1161400.0	1162635.0	-	hydroxymethylglutaryl-CoA reductase (NADPH)	hypothetical protein	Lipid transport and metabolism	A0A0U3FV32	NC_007181.1
SACI_RS06505	Saci_1360	Saci_1360	Sacid_01334		1162619.0	1163032.0	-	Zn-ribbon domain-containing OB-fold protein	hypothetical protein	Defense mechanisms	A0A0U3H6A0	NC_007181.1
SACI_RS06510	Saci_1361	Saci_1361	Sacid_01335		1163038.0	1164132.0	-	thiolase family protein	hypothetical protein	Lipid transport and metabolism	A0A0U2Y6H3	NC_007181.1
SACI_RS06515	mvaS	Saci_1362	Sacid_01336		1164132.0	1165178.0	-	hydroxymethylglutaryl-CoA synthase	Hydroxymethylglutaryl-CoA synthase	Lipid transport and metabolism	A0A0U3H6B3	NC_007181.1
SACI_RS06520	speH_1	Saci_1363	Sacid_01337	speD	1165329.0	1165721.0	-	adenosylmethionine decarboxylase	S-adenosylmethionine decarboxylase proenzyme	Amino acid transport and metabolism	A0A0U3H8C0	NC_007181.1
SACI_RS06525	Saci_1364	Saci_1364	Sacid_01338		1165834.0	1166673.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2NC73	NC_007181.1
SACI_RS06535	Saci_1366	Saci_1366	Sacid_01339		1167095.0	1167616.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GQT7	NC_007181.1
SACI_RS06540	ogg	Saci_1367	Sacid_01340		1167558.0	1168169.0	+	N-glycosylase/DNA lyase	putative N-glycosylase/DNA lyase	"Replication, recombination and repair"	A0A0U3HHX2	NC_007181.1
SACI_RS06545	Saci_1368	Saci_1368	Sacid_01341		1168374.0	1169306.0	+	3-phosphoglycerate dehydrogenase	Hydroxypyruvate reductase	Energy production and conversion	A0A0U2YB16	NC_007181.1
SACI_RS06550	Saci_1369	Saci_1369	Sacid_01342		1169308.0	1170423.0	+	alanine--glyoxylate aminotransferase family protein	Soluble hydrogenase 42 kDa subunit	Amino acid transport and metabolism	A0A0U3HJR1	NC_007181.1
SACI_RS06555	Saci_1370	Saci_1370	Sacid_01343		1170456.0	1170725.0	+	DNA-directed RNA polymerase subunit K	hypothetical protein	Transcription	A0A0U3FLE1	NC_007181.1
SACI_RS06560	topA	Saci_1371	Sacid_01344		1170732.0	1172738.0	+	DNA topoisomerase I	DNA topoisomerase 1	"Replication, recombination and repair"	A0A0U3FDC4	NC_007181.1
SACI_RS06565	ftsH_6	Saci_1372	Sacid_01345		1172794.0	1173918.0	-	ATP-binding protein	ATP-dependent zinc metalloprotease FtsH	"Cell cycle control, cell division, chromosome partitioning"	F2Z6D2	NC_007181.1
SACI_RS06570	Saci_1373	Saci_1373	Sacid_01346		1173921.0	1174706.0	-	cell division protein	hypothetical protein	"Cell cycle control, cell division, chromosome partitioning"	A0A0U3H735	NC_007181.1
SACI_RS06575	cdvA	Saci_1374	Sacid_01347		1174724.0	1175440.0	-	cell division protein CdvA	hypothetical protein	No COG annotation	A0A0U3HCN2	NC_007181.1
SACI_RS06580	Saci_1376	Saci_1376	Sacid_01348		1175606.0	1175854.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GZA7	NC_007181.1
SACI_RS06585	eno	Saci_1377	Sacid_01349		1175851.0	1177101.0	-	phosphopyruvate hydratase	Enolase	Carbohydrate transport and metabolism	A0A0U3H175	NC_007181.1
SACI_RS06590	Saci_1378	Saci_1378	Sacid_01350		1177140.0	1177451.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GLK9	NC_007181.1
SACI_RS06595	Saci_1379	Saci_1379	Sacid_01351		1177444.0	1177761.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W244	NC_007181.1
SACI_RS06600	Saci_1380	Saci_1380	Sacid_01352		1177748.0	1178161.0	+	signal peptidase I	hypothetical protein	"Intracellular trafficking, secretion, and vesicular transport"	A0A0U2WWD4	NC_007181.1
SACI_RS06605	gcvPB	Saci_1381	Sacid_01353		1178153.0	1179670.0	-	aminomethyl-transferring glycine dehydrogenase subunit GcvPB	putative glycine dehydrogenase (decarboxylating) subunit 2	Amino acid transport and metabolism	A0A0U2Y4E2	NC_007181.1
SACI_RS06610	gcvPA	Saci_1382	Sacid_01354		1179672.0	1181015.0	-	aminomethyl-transferring glycine dehydrogenase subunit GcvPA	putative glycine dehydrogenase (decarboxylating) subunit 1	Amino acid transport and metabolism	A0A0U3H684	NC_007181.1
SACI_RS06615	gcvT	Saci_1383	Sacid_01355		1181056.0	1182111.0	+	glycine cleavage system aminomethyltransferase GcvT	Aminomethyltransferase	Amino acid transport and metabolism	A0A0U3H8C5	NC_007181.1
SACI_RS06620	gcvH_3	Saci_1384	Sacid_01356	gcvH	1182119.0	1182535.0	+	glycine cleavage system protein GcvH	Glycine cleavage system H protein	Amino acid transport and metabolism	A0A0U3H8A3	NC_007181.1
SACI_RS06625	Saci_1385	Saci_1385	Sacid_01357		1182535.0	1183281.0	+	proteasome assembly chaperone family protein	hypothetical protein	Function unknown	M1J2A9	NC_007181.1
SACI_RS06630	Saci_1386	Saci_1386	Sacid_01358		1183286.0	1183660.0	+	hypothetical protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FTL1	NC_007181.1
SACI_RS06635	Saci_1387	Saci_1387	Sacid_01359		1183734.0	1184735.0	+	phosphate uptake regulator PhoU	hypothetical protein	Transcription	A0A0U3HHW3	NC_007181.1
SACI_RS06640	sufC	Saci_1388	Sacid_01360		1184762.0	1185508.0	+	Fe-S cluster assembly ATPase SufC	Vegetative protein 296	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FJG7	NC_007181.1
SACI_RS06645	sufB	Saci_1389	Sacid_01361		1185579.0	1187018.0	+	Fe-S cluster assembly protein SufB	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FB76	NC_007181.1
SACI_RS06650	Saci_1390	Saci_1390	Sacid_01362		1187019.0	1188188.0	+	SufD family Fe-S cluster assembly protein	hypothetical protein	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FDA5	NC_007181.1
SACI_RS06655	Saci_1391	Saci_1391	Sacid_01363		1188258.0	1188389.0	+	"ribbon-helix-helix protein, CopG family"	hypothetical protein	Function unknown	A0A0U3GQ47	NC_007181.1
SACI_RS06665	adhT_4	Saci_1393	Sacid_01364		1188647.0	1189630.0	+	alcohol dehydrogenase catalytic domain-containing protein	Alcohol dehydrogenase	Energy production and conversion	A0A0U3H719	NC_007181.1
SACI_RS11655	SACI_RS11655				1189798.0	1190013.0	-	integrase		Function unknown		NC_007181.1
SACI_RS06675	argS	Saci_1396	Sacid_01366		1190366.0	1192222.0	-	arginine--tRNA ligase	Arginine--tRNA ligase	"Translation, ribosomal structure and biogenesis"	A0A0U3H939	NC_007181.1
SACI_RS06680	Saci_1397	Saci_1397	Sacid_01367		1192276.0	1192473.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H167	NC_007181.1
SACI_RS06685	Saci_1398	Saci_1398	Sacid_01368		1192559.0	1192849.0	+	hypothetical protein	hypothetical protein	No COG annotation	UPI00005525D5	NC_007181.1
SACI_RS06690	Saci_1399	Saci_1399	Sacid_01369		1192841.0	1193146.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GKC8	NC_007181.1
SACI_RS06695	Saci_1400	Saci_1400	Sacid_01370		1193291.0	1193635.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2W228	NC_007181.1
SACI_RS06700	thsA	Saci_1401	Sacid_01371	groL_3	1193673.0	1195349.0	-	thermosome subunit alpha	60 kDa chaperonin	"Post-translational modification, protein turnover,and chaperones"	A0A0U3FYD6	NC_007181.1
SACI_RS06705	Saci_1402	Saci_1402	Sacid_01372		1195473.0	1196213.0	+	hypothetical protein	hypothetical protein	No COG annotation	M1ID91	NC_007181.1
SACI_RS06710	Saci_1403	Saci_1403	Sacid_01373		1196140.0	1196961.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FV04	NC_007181.1
SACI_RS06715	Saci_1404	Saci_1404	Sacid_01374		1197002.0	1197367.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y4C6	NC_007181.1
SACI_RS06720	Saci_1405	Saci_1405	Sacid_01375		1197528.0	1198247.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U2Y6D9	NC_007181.1
SACI_RS06725	Saci_1406	Saci_1406	Sacid_01376		1198321.0	1199403.0	-	ATP-NAD kinase family protein	hypothetical protein	Function unknown	A0A0U3H8B0	NC_007181.1
SACI_RS06730	Saci_1407	Saci_1407	Sacid_01377		1199400.0	1200020.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FRM8	NC_007181.1
SACI_RS06735	argF	Saci_1408	Sacid_01378		1200053.0	1200973.0	+	ornithine carbamoyltransferase	Ornithine carbamoyltransferase	Amino acid transport and metabolism	A0A0U2NC53	NC_007181.1
SACI_RS06740	Saci_1409	Saci_1409	Sacid_01379		1200966.0	1202198.0	-	hypothetical protein	hypothetical protein	Function unknown	A0A0U2NDJ7	NC_007181.1
SACI_RS06745	Saci_1410	Saci_1410	Sacid_01380		1202152.0	1202823.0	-	PHP domain-containing protein	hypothetical protein	Function unknown	A0A0U3FJF4	NC_007181.1
SACI_RS06750	asd_1	Saci_1411	Sacid_01381	asd	1202820.0	1203872.0	-	aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase	Amino acid transport and metabolism	A0A0U3FLC4	NC_007181.1
SACI_RS06755	thrA	Saci_1412	Sacid_01382		1203857.0	1205200.0	-	aspartate kinase	Bifunctional aspartokinase/homoserine dehydrogenase 1	Amino acid transport and metabolism	A0A0U3GNT5	NC_007181.1
SACI_RS06760	thrC_2	Saci_1413	Sacid_01383		1205197.0	1206375.0	-	threonine synthase	Threonine synthase	Amino acid transport and metabolism	A0A0U3GR18	NC_007181.1
SACI_RS06765	ubiD	Saci_1414	Sacid_01384		1206477.0	1207928.0	+	UbiD family decarboxylase	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	Coenzyme transport and metabolism	A0A0U3GS61	NC_007181.1
SACI_RS06770	Saci_1415	Saci_1415	Sacid_01385		1207900.0	1208187.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GZ78	NC_007181.1
SACI_RS06775	Saci_1416	Saci_1416	Sacid_01386		1208272.0	1208931.0	+	hypothetical protein	hypothetical protein	"Cell cycle control, cell division, chromosome partitioning"	A0A0U3H164	NC_007181.1
SACI_RS06780	ppsA	Saci_1417	Sacid_01387		1208995.0	1211373.0	+	"pyruvate, water dikinase"	Phosphoenolpyruvate synthase	Carbohydrate transport and metabolism	A0A0U2VZT1	NC_007181.1
SACI_RS06785	Saci_1418	Saci_1418	Sacid_01388		1211375.0	1211656.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FSZ5	NC_007181.1
SACI_RS06790	ino1_1	Saci_1419	Sacid_01389		1211613.0	1212689.0	-	inositol-3-phosphate synthase	Inositol-3-phosphate synthase	Lipid transport and metabolism	A0A0U3FUY1	NC_007181.1
SACI_RS06795	acyP	Saci_1420	Sacid_01390		1212750.0	1213061.0	+	acylphosphatase	Acylphosphatase	Energy production and conversion	UPI0002B28D90	NC_007181.1
SACI_RS06800	trpB	Saci_1421	Sacid_01391		1213114.0	1214388.0	+	TrpB-like pyridoxal phosphate-dependent enzyme	Tryptophan synthase beta chain	Amino acid transport and metabolism	A0A0U2Y4B2	NC_007181.1
SACI_RS06805	trpA	Saci_1422	Sacid_01392		1214385.0	1215122.0	+	tryptophan synthase subunit alpha	Tryptophan synthase alpha chain	Amino acid transport and metabolism	A0A0U2Y6C4	NC_007181.1
SACI_RS06810	trpD	Saci_1423	Sacid_01393		1215112.0	1216158.0	+	anthranilate phosphoribosyltransferase	Anthranilate phosphoribosyltransferase	Amino acid transport and metabolism	A0A0U3H892	NC_007181.1
SACI_RS06815	trpF	Saci_1424	Sacid_01394		1216145.0	1216744.0	+	N-(5'-phosphoribosyl)anthranilate isomerase	N-(5'-phosphoribosyl)anthranilate isomerase	Amino acid transport and metabolism	A0A0U3H870	NC_007181.1
SACI_RS06820	trpE	Saci_1425	Sacid_01395		1216726.0	1218024.0	+	anthranilate synthase component I	Anthranilate synthase component 1	Amino acid transport and metabolism	A0A0U2NC45	NC_007181.1
SACI_RS06825	pabA	Saci_1426	Sacid_01396		1218041.0	1218610.0	+	aminodeoxychorismate/anthranilate synthase component II	Aminodeoxychorismate/anthranilate synthase component 2	Amino acid transport and metabolism	A0A0U2NDI3	NC_007181.1
SACI_RS06830	trpC	Saci_1427	Sacid_01397		1218615.0	1219361.0	+	indole-3-glycerol phosphate synthase TrpC	Indole-3-glycerol phosphate synthase	Amino acid transport and metabolism	A0A0U3HJL7	NC_007181.1
SACI_RS06835	Saci_1428	Saci_1428	Sacid_01398		1219373.0	1220575.0	+	pyridoxal phosphate-dependent aminotransferase	Aspartate aminotransferase	Amino acid transport and metabolism	A0A0U3FLB1	NC_007181.1
SACI_RS06840	valS_1	Saci_1430	Sacid_01399		1220593.0	1223088.0	-	valine--tRNA ligase	Valine--tRNA ligase	"Translation, ribosomal structure and biogenesis"	A0A0U3GNR2	NC_007181.1
SACI_RS06845	Saci_1431	Saci_1431	Sacid_01400		1223089.0	1224078.0	+	NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	Energy production and conversion	A0A0U3GQ10	NC_007181.1
SACI_RS06850	Saci_1432	Saci_1432	Sacid_01401		1224053.0	1224445.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GS44	NC_007181.1
SACI_RS06855	Saci_1433	Saci_1433	Sacid_01402		1224445.0	1224765.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GZ62	NC_007181.1
SACI_RS11925	Saci_1434	Saci_1434	Sacid_01403		1224723.0	1225055.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GJP1	NC_007181.1
SACI_RS06865	Saci_1435	Saci_1435	Sacid_01404		1225027.0	1225245.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GLG8	NC_007181.1
SACI_RS06870	treY_2		"Sacid_01405, Sacid_01406, Sacid_01407"	treY	1225387.0	1227549.0	-	malto-oligosyltrehalose synthase	Maltooligosyl trehalose synthase	Carbohydrate transport and metabolism		NC_007181.1
SACI_RS06875	glgX	Saci_1439	Sacid_01408		1227546.0	1229687.0	-	glycogen debranching protein GlgX	Glycogen operon protein GlgX 	Carbohydrate transport and metabolism	F2Z6B6	NC_007181.1
SACI_RS06880	treZ	Saci_1440	Sacid_01409		1229684.0	1231354.0	-	malto-oligosyltrehalose trehalohydrolase	Malto-oligosyltrehalose trehalohydrolase	Carbohydrate transport and metabolism	F2Z6C5	NC_007181.1
SACI_RS11855	SACI_RS11855				1231584.0	1231667.0	+	putative integrase		No COG annotation	UPI0011BFB8E2	NC_007181.1
SACI_RS06885	Saci_1441	Saci_1441			1231688.0	1232518.0	+	hypothetical protein		Function unknown	A0A0U2Y6B1	NC_007181.1
SACI_RS06890	Saci_1442	Saci_1442	Sacid_01411		1232594.0	1233118.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3H654	NC_007181.1
SACI_RS06895	Saci_1443	Saci_1443	Sacid_01412		1233266.0	1233892.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FRI9	NC_007181.1
SACI_RS06900	SACI_RS06900		Sacid_01413		1234257.0	1234739.0	-	hypothetical protein	hypothetical protein	"Replication, recombination and repair"	A0A0U3FTF6	NC_007181.1
SACI_RS11930	SACI_RS11930				1235099.0	1235239.0	-	hypothetical protein		No COG annotation	UPI0012D9D522	NC_007181.1
SACI_RS06905	Saci_1445	Saci_1445	Sacid_01414		1235415.0	1236089.0	+	hypothetical protein	hypothetical protein	No COG annotation	UPI0011BF7BAF	NC_007181.1
SACI_RS06910	Saci_1447	Saci_1447	Sacid_01416		1236721.0	1238265.0	-	ATP-binding protein	hypothetical protein	Function unknown	A0A0U3HJK6	NC_007181.1
SACI_RS06915	Saci_1448	Saci_1448	Sacid_01417		1238237.0	1238593.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FJB9	NC_007181.1
SACI_RS06920	Saci_1449	Saci_1449	Sacid_01418		1238806.0	1239951.0	+	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3FD61	NC_007181.1
SACI_RS11660	Saci_1450	Saci_1450			1240242.0	1240400.0	+	putative integrase		Function unknown	UPI0009B5CE2A	NC_007181.1
SACI_RS06930	Saci_1452	Saci_1452	Sacid_01420		1240567.0	1240923.0	-	hypothetical protein	hypothetical protein	No COG annotation	A0A0U3GQW1	NC_007181.1
SACI_RS06940	Saci_1454	Saci_1454	Sacid_01421		1241078.0	1241686.0	-	DUF434 domain-containing protein	hypothetical protein	Function unknown	A0A0U3GPZ6	NC_007181.1
SACI_RS06945	alaS_2	Saci_1455	Sacid_01422		1241676.0	1244399.0	-	alanine--tRNA ligase	Alanine--tRNA ligase	"Translation, ribosomal structure and biogenesis"	A0A0U3H8Z3	NC_007181.1
SACI_RS06950	rpl12p	Saci_1456	Sacid_01423		1244440.0	1244757.0	-	50S ribosomal protein P1	hypothetical protein	"Translation, ribosomal structure and biogenesis"	M1IW14	NC_007181.1
SACI_RS06955	Saci_1457	Saci_1457	Sacid_01424		1244799.0	1245806.0	-	50S ribosomal protein L10	hypothetical protein	"Translation, ribosomal structure and biogenesis"	M1IDH4	NC_007181.1
SACI_RS06960	rplA	Saci_1458	Sacid_01425		1245803.0	1246468.0	-	50S ribosomal protein L1	50S ribosomal protein L1	"Translation, ribosomal structure and biogenesis"	UPI000058E439	NC_007181.1
SACI_RS06965	Saci_1459	Saci_1459	Sacid_01426		1246465.0	1246977.0	-	50S ribosomal protein L11	hypothetical protein	"Translation, ribosomal structure and biogenesis"	A0A0U2W1Y0	NC_007181.1
SACI_RS06970	nusG	Saci_1460	Sacid_01427	spt5	1246985.0	1247443.0	-	transcription elongation factor Spt5	hypothetical protein	Transcription	A0A0U3FUU8	NC_007181.1
SACI_RS06975	secE	Saci_1461	Sacid_01428		1247457.0	1247654.0	-	protein translocase SEC61 complex subunit gamma	hypothetical protein	"Intracellular trafficking, secretion, and vesicular transport"	UPI00001357A4	NC_007181.1
