locus_tag	gene_name	old_locus_tag	prokka_locus_tag	synonyms	start	end	strand	gene_product	gene_product_prokka	COG	uniprot	accession	operon
SACI_RS05580	arnR1	Saci_1171	Sacid_01148		987096	987896	+	ArnR1 transcriptional regulator (MarR family) not nutrient-limitation dependent	hypothetical protein	Transcription	A0A0U2W2N5	NC_007181.1	Op646
SACI_RS05585	arlJ	Saci_1172	Sacid_01149	flaJ	987941	989377	-	integral trans-membrane protein ArlJ	hypothetical protein	Cell motility	A0A0U3FVM0	NC_007181.1	Op647
SACI_RS05590	arlI	Saci_1173	Sacid_01150	flaI	989361	990902	-	ATPase (cytoplasmic) ArlI (type II/IV secretion system ATPase subunit)	hypothetical protein	Cell motility	A0A0U2WYW0	NC_007181.1	Op647
SACI_RS05595	arlH	Saci_1174	Sacid_01151	flaH	990906	991607	-	ATPase-associated cytoplasmic protein ArlH	hypothetical protein	Cell motility	A0A0U3GUE0	NC_007181.1	Op647
SACI_RS05600	arlF	Saci_1175	Sacid_01152	flaF	991589	992083	-	peripheral membrane protein ArlF (paralogous to ArlG, homologous to ArlB but lacking insertion motif)	hypothetical protein	Cell motility	A0A0U3GEN4	NC_007181.1	Op647
SACI_RS05605	arlG	Saci_1176	Sacid_01153	flaG	992085	992549	-	peripheral membrane protein ArlG (paralogous to ArlF, homologous to ArlB but lacking insertion motif)	hypothetical protein	Cell motility	A0A0U2VTR0	NC_007181.1	Op647
SACI_RS05610	arlX	Saci_1177	Sacid_01154	flaX	992542	993294	-	peripheral membrane protein ArlX	hypothetical protein	Function Unknown	A0A0U3FMG6	NC_007181.1	Op647
SACI_RS05615	arlB	Saci_1178	Sacid_01155	flaB	993370	994284	-	filament-forming archaellin ArlB (type IV pilin structural subunit)	hypothetical protein	Cell motility	A0A0U2WRA8	NC_007181.1	Op648
SACI_RS05620	Saci_1179	Saci_1179	Sacid_01156		994427	994804	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HK75	NC_007181.1	Op649
SACI_RS05625	arnR	Saci_1180	Sacid_01157		994943	995752	+	ArnR transcriptional regulator (MarR family) nutrient-limitation dependent	hypothetical protein	Transcription	A0A0U3FLT3	NC_007181.1	Op650
SACI_RS05630	arnS	Saci_1181	Sacid_01158		996058	997893	+	Serine/threonine-protein kinase ArnS	hypothetical protein	General Function Prediction Only	A0A0U3FDR6	NC_007181.1	Op651
SACI_RS05635	stp	Saci_1182	Sacid_01159		998087	999520	-	MFS permease, MFS transporter	Multidrug resistance protein Stp	Carbohydrate transport and metabolism	A0A0U3H154	NC_007181.1	Op652
SACI_RS05640	Saci_1183	Saci_1183	Sacid_01160		999934	1002837	+	hypothetical protein	hypothetical protein	Cell wall/membrane/envelope biogenesis	M1J1L6	NC_007181.1	Op653
SACI_RS05645	acsA_3	Saci_1184	Sacid_01162	acs	1003003	1004967	-	3-Hydroxypropionate:CoA ligase (E4)	Acetyl-coenzyme A synthetase	Lipid transport and metabolism	A0A0U3FLD5	NC_007181.1	Op654
SACI_RS05650	Saci_1185	Saci_1185	Sacid_01163		1005075	1006106	+	hypothetical protein	hypothetical protein	Carbohydrate transport and metabolism	A0A0U2N8P6	NC_007181.1	Op655
SACI_RS05655	Saci_1186	Saci_1186	Sacid_01164		1006115	1006399	+	MarR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3H1J1	NC_007181.1	Op655
SACI_RS05660	rihA_2	Saci_1187	Sacid_01165		1006396	1007331	-	nucleoside hydrolase	Pyrimidine-specific ribonucleoside hydrolase RihA	Nucleotide transport and metabolism	A0A0U3GM21	NC_007181.1	Op656
SACI_RS05665	Saci_1188	Saci_1188	Sacid_01166		1007433	1008794	+	FAD-binding oxidoreductase	putative FAD-linked oxidoreductase	Energy production and conversion	A0A0U3F653	NC_007181.1	Op657
SACI_RS05670	Saci_1189	Saci_1189	Sacid_01167		1008791	1009651	-	FAD-binding oxidoreductase	hypothetical protein	Energy production and conversion	A0A0U3GIY7	NC_007181.1	Op658
SACI_RS05675	purE	Saci_1190	Sacid_01168		1009743	1010216	+	5-(carboxyamino)imidazole ribonucleotide mutase	N5-carboxyaminoimidazole ribonucleotide mutase	Nucleotide transport and metabolism	A0A0U2WYV1	NC_007181.1	Op659
SACI_RS05680	purK	Saci_1191	Sacid_01169		1010188	1011282	+	5-(carboxyamino)imidazole ribonucleotide synthase	N5-carboxyaminoimidazole ribonucleotide synthase	Nucleotide transport and metabolism	A0A0U2Y6W8	NC_007181.1	Op659
SACI_RS05685	Saci_1192	Saci_1192	Sacid_01170		1011279	1011623	+	HTH DNA-binding domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3GUC5	NC_007181.1	Op659
SACI_RS05690	arnC	Saci_1193	Sacid_01171	pknD_1	1011620	1013611	-	protein kinase	Serine/threonine-protein kinase PknD	General Function Prediction Only	A0A0U3H8R5	NC_007181.1	Op660
SACI_RS05695	yabJ	Saci_1195	Sacid_01173		1013973	1014350	-	RidA family protein	2-iminobutanoate/2-iminopropanoate deaminase	Translation, ribosomal structure and biogenesis	UPI0000552520	NC_007181.1	Op661
SACI_RS05700	IMPDH_5	Saci_1196	Sacid_01174		1014391	1015209	-	CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	General Function Prediction Only	A0A0U2VTP7	NC_007181.1	Op661
SACI_RS05705	Saci_1197	Saci_1197	Sacid_01175		1015233	1017029	-	glycogen debranching enzyme N-terminal domain-containing protein	hypothetical protein	Carbohydrate transport and metabolism	UPI0002B26E9E	NC_007181.1	Op661
SACI_RS05710	Saci_1198	Saci_1198	Sacid_01176		1017238	1019091	-	glycoside hydrolase family 15 protein	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3FLS4	NC_007181.1	Op662
SACI_RS05715	cugP_2	Saci_1199	Sacid_01177		1019088	1020341	-	NDP-sugar synthase, N-acetylglucosamine-1-phosphate uridyltransferase	UTP--glucose-1-phosphate uridylyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3FDQ4	NC_007181.1	Op662
SACI_RS05720	Saci_1200	Saci_1200	Sacid_01178		1020382	1021716	+	alpha-amylase	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3GRH7	NC_007181.1	Op663
SACI_RS05725	glgA_1	Saci_1201	Sacid_01179		1021713	1023413	+	glycogen/starch synthase	Glycogen synthase	Carbohydrate transport and metabolism	F2Z6E6	NC_007181.1	Op663
SACI_RS05730	msrP	Saci_1202	Sacid_01180		1023450	1024052	+	sulfite oxidase-like oxidoreductase	Protein-methionine-sulfoxide reductase catalytic subunit MsrP	General Function Prediction Only	A0A0U3H9K7	NC_007181.1	Op663
SACI_RS05735	thsY	Saci_1203	Sacid_01181	groL_2	1024057	1025676	-	thermosome subunit gamma (TCP-1/cpn60 chaperonin family)	60 kDa chaperonin	Posttranslational modification, protein turnover, chaperones	A0A0U3H1H5	NC_007181.1	Op664
SACI_RS05740	Saci_1205	Saci_1205	Sacid_01182		1025769	1026086	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HCR6	NC_007181.1	Op665
SACI_RS05745	Saci_1206	Saci_1206	Sacid_01183		1026145	1026750	-	hypothetical protein	hypothetical protein	Coenzyme transport and metabolism	A0A0U3FE34	NC_007181.1	Op666
SACI_RS05750	Saci_1207	Saci_1207	Sacid_01184		1026823	1027203	-	CBS domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3F648	NC_007181.1	Op667
SACI_RS05755	Saci_1208	Saci_1208	Sacid_01185		1027214	1027921	-	DsbA family protein	hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism	UPI000055252B	NC_007181.1	Op667
SACI_RS05760	Saci_1209	Saci_1209	Sacid_01186		1027923	1029005	-	VWA domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U2Y6V3	NC_007181.1	Op667
SACI_RS05765	arnA	Saci_1210	Sacid_01187		1029065	1029685	+	FHA domain-containing protein	hypothetical protein	Signal transduction mechanisms	A0A0U3H8R9	NC_007181.1	Op668
SACI_RS05770	arnB	Saci_1211	Sacid_01188		1029690	1030832	+	VWA domain-containing protein	hypothetical protein	General Function Prediction Only	A0A0U3GUB2	NC_007181.1	Op668
SACI_RS05775	Saci_1212	Saci_1212	Sacid_01189		1030846	1031010	-	AbrB/MazE/SpoVT family DNA-binding domain-containing protein	hypothetical protein	Transcription	UPI000055252F	NC_007181.1	Op669
SACI_RS05780	fau-1	Saci_1213	Sacid_01190		1031062	1032318	-	Probable ribonuclease FAU-1 (DUF402 domain-containing protein)	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2VTN3	NC_007181.1	Op670
SACI_RS05785	acnA	Saci_1214	Sacid_01191		1032302	1034848	-	aconitate hydratase AcnA	Aconitate hydratase A	Energy production and conversion	A0A0U3HK42	NC_007181.1	Op670
SACI_RS05790	Saci_1215	Saci_1215	Sacid_01192		1034900	1036189	-	hypothetical protein	hypothetical protein	Defense mechanisms	A0A0U3FME2	NC_007181.1	Op671
SACI_RS05795	Saci_1216	Saci_1216	Sacid_01193		1036276	1036800	+	DUF2258 domain-containing protein	hypothetical protein	Function Unknown	A0A0U2WR78	NC_007181.1	Op672
SACI_RS05800	Saci_1217	Saci_1217	Sacid_01194		1036824	1037123	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GRG5	NC_007181.1	Op673
SACI_RS05805	Saci_1218	Saci_1218	Sacid_01195		1037393	1037770	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H0X8	NC_007181.1	Op674
SACI_RS05810	Saci_1219	Saci_1219	Sacid_01196		1037782	1038165	-	MarR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3H117	NC_007181.1	Op675
SACI_RS05815	btuF_1	Saci_1220	Sacid_01197		1038318	1039313	+	ABC transporter substrate-binding protein	Vitamin B12-binding protein	Inorganic ion transport and metabolism	A0A0U3H1G2	NC_007181.1	Op676
SACI_RS05820	Saci_1221	Saci_1221	Sacid_01198		1039531	1040529	+	iron ABC transporter permease	putative ABC transporter permease protein	Inorganic ion transport and metabolism	A0A0U3GLY8	NC_007181.1	Op677
SACI_RS05825	btuD_7	Saci_1222	Sacid_01199		1040510	1041169	+	ABC transporter ATP-binding protein	Vitamin B12 import ATP-binding protein BtuD	Inorganic ion transport and metabolism	A0A0U3HCP3	NC_007181.1	Op677
SACI_RS05830	abfR2	Saci_1223	Sacid_01200		1041456	1041827	+	Lrs14 family biofilm regulator AbfR2	hypothetical protein	Transcription	A0A0U3FE21	NC_007181.1	Op678
SACI_RS05835	Saci_1224	Saci_1224	Sacid_01201		1041824	1042045	-	hypothetical protein	hypothetical protein	Transcription	A0A0U3GP41	NC_007181.1	Op679
SACI_RS05840	Saci_1225	Saci_1225	Sacid_01202		1042172	1042501	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3F641	NC_007181.1	Op680
SACI_RS05845	Saci_1226	Saci_1226	Sacid_01203		1042482	1043012	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GIW3	NC_007181.1	Op681
SACI_RS05850	phrA	Saci_1227	Sacid_01204		1043234	1044526	+	deoxyribodipyrimidine photo-lyase	Deoxyribodipyrimidine photo-lyase	Replication, recombination and repair	A0A0U3H8Q2	NC_007181.1	Op682
SACI_RS05855	Saci_1228	Saci_1228	Sacid_01205		1044560	1045915	-	P-loop ATPase superfamily protein, possible HrpA-like helicase	hypothetical protein	Function Unknown	A0A0U3H1W8	NC_007181.1	Op683
SACI_RS05860	pepK	Saci_1229	Sacid_01206		1045922	1046425	-	GntR family transcriptional regulator	hypothetical protein	Function Unknown	A0A0U3GU98	NC_007181.1	Op683
SACI_RS05865	tenA	Saci_1230	Sacid_01207		1046719	1047375	-	thiaminase II	Aminopyrimidine aminohydrolase	Transcription	A0A0U3GEI7	NC_007181.1	Op684
SACI_RS05870	Saci_1231	Saci_1231	Sacid_01208		1047426	1049072	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3HK31	NC_007181.1	Op685
SACI_RS05875	Saci_1232	Saci_1232	Sacid_01209		1049193	1049960	-	glucose 1-dehydrogenase	3-beta-hydroxycholanate 3-dehydrogenase (NAD(+)) 2	Lipid transport and metabolism	A0A0U3FMD0	NC_007181.1	Op686
SACI_RS05880	Saci_1233	Saci_1233	Sacid_01210		1050009	1050542	-	DUF488 domain-containing protein	hypothetical protein	Function Unknown	A0A0U2WR66	NC_007181.1	Op687
SACI_RS05885	Saci_1234	Saci_1234	Sacid_01211		1050711	1051121	-	cupin domain-containing protein	Oxalate-binding protein	Carbohydrate transport and metabolism	A0A0U3GRE5	NC_007181.1	Op688
SACI_RS05890	Saci_1235	Saci_1235	Sacid_01212		1052045	1052290	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GSJ3	NC_007181.1	Op689
SACI_RS05895	Saci_1236	Saci_1236	Sacid_01213		1052274	1052666	+	PIN domain-containing protein	hypothetical protein	Defense mechanisms	A0A0U3H105	NC_007181.1	Op689
SACI_RS05900	Saci_1237	Saci_1237	Sacid_01214		1053492	1053824	+	hypothetical protein	hypothetical protein	Function Unknown	M1I4Y2	NC_007181.1	Op690
SACI_RS05905	Saci_1238	Saci_1238	Sacid_01215		1053870	1054493	-	trimeric intracellular cation channel family protein	hypothetical protein	Function Unknown	A0A0U3H1E6	NC_007181.1	Op691
SACI_RS05910	Saci_1239	Saci_1239	Sacid_01216		1054659	1055411	+	tetratricopeptide repeat protein	hypothetical protein	General Function Prediction Only	A0A0U3GLX3	NC_007181.1	Op692
SACI_RS05915	thi4_3	Saci_1240	Sacid_01217		1055391	1056674	-	NAD(P)/FAD-dependent oxidoreductase	Thiamine thiazole synthase	Secondary metabolites biosynthesis, transport and catabolism	A0A0U2W2F1	NC_007181.1	Op693
SACI_RS05920	Saci_1241	Saci_1241	Sacid_01218		1056679	1057101	-	PaaI family thioesterase	hypothetical protein	Secondary metabolites biosynthesis, transport and catabolism	A0A0U3FVG6	NC_007181.1	Op693
SACI_RS05925	Saci_1242	Saci_1242	Sacid_01219		1057460	1057792	+	MarR family transcriptional regulator	hypothetical protein	Transcription	A0A0U3HCQ6	NC_007181.1	Op694
SACI_RS05930	Saci_1243	Saci_1243	Sacid_01220		1057796	1058398	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FE02	NC_007181.1	Op695
SACI_RS05935	Saci_1244	Saci_1244	Sacid_01221		1058408	1059379	+	GHMP kinase	hypothetical protein	Lipid transport and metabolism	A0A0U3F620	NC_007181.1	Op696
SACI_RS05940	mvaD	Saci_1245	Sacid_01222		1059369	1060346	+	diphosphomevalonate decarboxylase	hypothetical protein	Lipid transport and metabolism	A0A0U3H8P2	NC_007181.1	Op696
SACI_RS05945	Saci_1246	Saci_1246	Sacid_01223		1060333	1061529	-	HD domain-containing protein	Deoxyguanosinetriphosphate triphosphohydrolase-like protein	General Function Prediction Only	A0A0U3GJL3	NC_007181.1	Op697
SACI_RS05950	deoD	Saci_1247	Sacid_01224		1061544	1062254	-	purine-nucleoside phosphorylase	Purine nucleoside phosphorylase DeoD-type	Nucleotide transport and metabolism	A0A0U3FTV8	NC_007181.1	Op697
SACI_RS05955	Saci_1248	Saci_1248	Sacid_01225		1062400	1062597	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3GU82	NC_007181.1	Op698
SACI_RS05960	tps	Saci_1249	Sacid_01226	mshA_1	1062587	1063921	-	glycosyltransferase family 4 protein (TreT homolog, specific to G6P)	D-inositol-3-phosphate glycosyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3GEH8	NC_007181.1	Op699
SACI_RS05965	treH2	Saci_1250	Sacid_01227		1063958	1065688	+	Trehalase 2 (glycoside hydrolase family 15 protein)	Trehalase	Carbohydrate transport and metabolism	A0A0U2VTJ8	NC_007181.1	Op700
SACI_RS05970	Saci_1251	Saci_1251	Sacid_01228		1065709	1066101	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3FMC3	NC_007181.1	Op701
SACI_RS05975	Saci_1252	Saci_1252	Sacid_01229		1066194	1066739	+	ADP-ribose-binding protein	putative protein	General Function Prediction Only	A0A0U2WR46	NC_007181.1	Op702
SACI_RS05980	Saci_1253	Saci_1253	Sacid_01230		1066756	1067550	+	MBL fold metallo-hydrolase	hypothetical protein	General Function Prediction Only	A0A0U3GSH5	NC_007181.1	Op702
SACI_RS05985	Saci_1254	Saci_1254	Sacid_01231		1067595	1068164	+	hypothetical protein	hypothetical protein	Function Unknown	A0A0U3H0U7	NC_007181.1	Op703
SACI_RS05990	Saci_1255	Saci_1255	Sacid_01232		1068374	1068949	+	NAD(P)H-dependent oxidoreductase	NAD(P)H-dependent FMN reductase	General Function Prediction Only	A0A0U3H1E1	NC_007181.1	Op704
SACI_RS05995	Saci_1256	Saci_1256	Sacid_01233		1069002	1070189	-	MFS transporter	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3FL65	NC_007181.1	Op705
SACI_RS06000	Saci_1257	Saci_1257	Sacid_01234		1070415	1070813	+	acyl-CoA thioesterase	Putative esterase	General Function Prediction Only	A0A0U3FYF0	NC_007181.1	Op706
SACI_RS06010	SACI_RS06010		Sacid_01236		1071231	1071434	+	hypothetical protein	hypothetical protein	No arCOG annotation	A0A0U2N8L9	NC_007181.1	Op707
SACI_RS06015	hddC	Saci_1259	Sacid_01237		1071421	1072116	-	nucleotidyltransferase family protein	D-glycero-alpha-D-manno-heptose 1-phosphate guanylyltransferase	Cell wall/membrane/envelope biogenesis	A0A0U3HCJ2	NC_007181.1	Op708
SACI_RS06020	ogt	Saci_1260	Sacid_01238		1072375	1072842	-	methylated-DNA--[protein]-cysteine S-methyltransferase	Methylated-DNA--protein-cysteine methyltransferase	Replication, recombination and repair	A0A0U3FDY3	NC_007181.1	Op709
SACI_RS06025	thrS-cat	Saci_1261	Sacid_01239	thrS	1072839	1074488	-	threonine--tRNA ligase catalytic subunit	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GJX9	NC_007181.1	Op709
SACI_RS06030	murG	Saci_1262	Sacid_01240		1074526	1075509	+	polysaccharide biosynthesis protein	UDP-N-acetylglucosamine--N-acetylmuramyl-(pentapeptide) pyrophosphoryl-undecaprenol N-acetylglucosamine transferase	Cell wall/membrane/envelope biogenesis	A0A0U3F610	NC_007181.1	Op710
SACI_RS06035	nth_1	Saci_1264	Sacid_01241		1075509	1076225	+	DNA endonuclease III	Endonuclease III	Replication, recombination and repair	A0A0U3GIT9	NC_007181.1	Op710
SACI_RS06040	sucC	Saci_1265	Sacid_01242		1076212	1077225	+	succinate--CoA ligase subunit beta	Succinate--CoA ligase [GDP-forming] subunit beta	Energy production and conversion	A0A0U3GJJ6	NC_007181.1	Op710
SACI_RS06045	sucD	Saci_1266	Sacid_01243		1077222	1078061	+	succinate--CoA ligase subunit alpha	Succinate--CoA ligase [ADP-forming] subunit alpha	Energy production and conversion	UPI0009B5AE77	NC_007181.1	Op710
SACI_RS06050	Saci_1267	Saci_1267	Sacid_01244		1078027	1079067	-	hypothetical protein	hypothetical protein	Function Unknown	A0A0U2NDR8	NC_007181.1	Op711
SACI_RS06060	Saci_1269	Saci_1269	Sacid_01246		1079374	1079973	-	Carbonic anhydrase (CA)	hypothetical protein	Inorganic ion transport and metabolism	A0A0U3HP85	NC_007181.1	Op712
SACI_RS06065	Saci_1270	Saci_1270	Sacid_01247		1080419	1081312	+	MFS family permease	hypothetical protein	Carbohydrate transport and metabolism	A0A0U3HJZ7	NC_007181.1	Op713
SACI_RS06070	sulA	Saci_1271	Sacid_01248		1081580	1082233	-	Sulfolobicin A	hypothetical protein	Function Unknown	A0A0U3FLK4	NC_007181.1	Op714
SACI_RS06075	sulB	Saci_1272	Sacid_01249		1082226	1083023	-	Sulfolobicin B	hypothetical protein	Function Unknown	A0A0U3FT84	NC_007181.1	Op714
SACI_RS11850	SACI_RS11850				1083276	1083470	+	hypothetical protein		Function Unknown		NC_007181.1	Op715
SACI_RS06085	Saci_1274	Saci_1274	Sacid_01251		1083596	1085860	+	uncharacterized membrane protein required for N-linked glycosylation, peptide transporter	hypothetical protein	General Function Prediction Only	A0A0U3FDJ4	NC_007181.1	Op716
SACI_RS11640	SACI_RS11640				1085849	1086019	-	RNA-protein complex protein Nop10		Translation, ribosomal structure and biogenesis	UPI0001D5AB29	NC_007181.1	Op717
SACI_RS06090	Saci_1275	Saci_1275	Sacid_01252		1086016	1086807	-	translation initiation factor IF-2 subunit alpha	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3GRC0	NC_007181.1	Op717
SACI_RS06095	rps27e	Saci_1276	Sacid_01253		1086809	1087009	-	30S ribosomal protein S27e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U3FMB7	NC_007181.1	Op717
SACI_RS06100	Saci_1277	Saci_1277	Sacid_01254		1087006	1087293	-	50S ribosomal protein L44e	hypothetical protein	Translation, ribosomal structure and biogenesis	A0A0U2WR31	NC_007181.1	Op717
SACI_RS06105	gins15	Saci_1278	Sacid_01255		1087280	1087741	-	hypothetical protein	hypothetical protein	Replication, recombination and repair	A0A0U2XZ09	NC_007181.1	Op717
SACI_RS06110	priS	Saci_1279	Sacid_01256	priA	1087731	1088699	-	DNA primase small subunit PriS	hypothetical protein	Replication, recombination and repair	A0A0U3H0T1	NC_007181.1	Op717
SACI_RS06115	pcnaC	Saci_1280	Sacid_01257	pcn2	1088665	1089402	-	DNA polymerase sliding clamp	hypothetical protein	Replication, recombination and repair	A0A0U3H0X7	NC_007181.1	Op717
SACI_RS06120	Saci_1281	Saci_1281	Sacid_01258		1089433	1090248	-	ATP/GTP-binding protein	hypothetical protein	General Function Prediction Only	UPI0002B284F9	NC_007181.1	Op717
SACI_RS06125	prs	Saci_1282	Sacid_01259		1090238	1091113	+	ribose-phosphate pyrophosphokinase	Ribose-phosphate pyrophosphokinase	Nucleotide transport and metabolism	A0A0U3FL47	NC_007181.1	Op718
SACI_RS06130	Saci_1283	Saci_1283	Sacid_01260		1091110	1092015	+	RNA methyltransferase	hypothetical protein	Replication, recombination and repair	A0A0U2WYL2	NC_007181.1	Op718
