locus_tag	refseq	start	end	strand	gene_name	old_locus_tag	prokka_locus_tag	synonyms	gene_product	gene_product_prokka	ncbi_protein
SACI_RS06615	NC_007181.1	1181056.0	1182111.0	+	gcvT	Saci_1383	Sacid_01355		glycine cleavage system aminomethyltransferase GcvT	Aminomethyltransferase	WP_011278218.1
SACI_RS06620	NC_007181.1	1182119.0	1182535.0	+	gcvH_3	Saci_1384	Sacid_01356	gcvH	glycine cleavage system protein GcvH	Glycine cleavage system H protein	WP_011278219.1
SACI_RS06625	NC_007181.1	1182535.0	1183281.0	+	Saci_1385	Saci_1385	Sacid_01357		proteasome assembly chaperone family protein	hypothetical protein	WP_011278220.1
SACI_RS06630	NC_007181.1	1183286.0	1183660.0	+	Saci_1386	Saci_1386	Sacid_01358		hypothetical protein	hypothetical protein	WP_011278221.1
SACI_RS06635	NC_007181.1	1183734.0	1184735.0	+	Saci_1387	Saci_1387	Sacid_01359		phosphate uptake regulator PhoU	hypothetical protein	WP_011278222.1
SACI_RS06640	NC_007181.1	1184762.0	1185508.0	+	sufC	Saci_1388	Sacid_01360		Fe-S cluster assembly ATPase SufC	Vegetative protein 296	WP_011278223.1
SACI_RS06645	NC_007181.1	1185579.0	1187018.0	+	sufB	Saci_1389	Sacid_01361		Fe-S cluster assembly protein SufB	hypothetical protein	WP_011278224.1
SACI_RS06650	NC_007181.1	1187019.0	1188188.0	+	Saci_1390	Saci_1390	Sacid_01362		SufD family Fe-S cluster assembly protein	hypothetical protein	WP_011278225.1
SACI_RS06655	NC_007181.1	1188258.0	1188389.0	+	Saci_1391	Saci_1391	Sacid_01363		"ribbon-helix-helix protein, CopG family"	hypothetical protein	WP_011278226.1
SACI_RS06665	NC_007181.1	1188647.0	1189630.0	+	adhT_4	Saci_1393	Sacid_01364		alcohol dehydrogenase catalytic domain-containing protein	Alcohol dehydrogenase	WP_011278227.1
SACI_RS11655	NC_007181.1	1189798.0	1190013.0	-	SACI_RS11655				integrase		
SACI_RS06675	NC_007181.1	1190366.0	1192222.0	-	argS	Saci_1396	Sacid_01366		arginine--tRNA ligase	Arginine--tRNA ligase	WP_011278228.1
SACI_RS06680	NC_007181.1	1192276.0	1192473.0	+	Saci_1397	Saci_1397	Sacid_01367		hypothetical protein	hypothetical protein	WP_011278229.1
SACI_RS06685	NC_007181.1	1192559.0	1192849.0	+	Saci_1398	Saci_1398	Sacid_01368		hypothetical protein	hypothetical protein	WP_011278230.1
SACI_RS06690	NC_007181.1	1192841.0	1193146.0	-	Saci_1399	Saci_1399	Sacid_01369		hypothetical protein	hypothetical protein	WP_015385608.1
SACI_RS06695	NC_007181.1	1193291.0	1193635.0	+	Saci_1400	Saci_1400	Sacid_01370		hypothetical protein	hypothetical protein	WP_011278232.1
SACI_RS06700	NC_007181.1	1193673.0	1195349.0	-	groL_3	Saci_1401	Sacid_01371		thermosome subunit	60 kDa chaperonin	WP_011278233.1
SACI_RS06705	NC_007181.1	1195473.0	1196213.0	+	Saci_1402	Saci_1402	Sacid_01372		hypothetical protein	hypothetical protein	WP_011278234.1
SACI_RS06710	NC_007181.1	1196140.0	1196961.0	-	Saci_1403	Saci_1403	Sacid_01373		hypothetical protein	hypothetical protein	WP_011278235.1
SACI_RS06715	NC_007181.1	1197002.0	1197367.0	-	Saci_1404	Saci_1404	Sacid_01374		hypothetical protein	hypothetical protein	WP_015385609.1
SACI_RS06720	NC_007181.1	1197528.0	1198247.0	-	Saci_1405	Saci_1405	Sacid_01375		hypothetical protein	hypothetical protein	WP_011278237.1
SACI_RS06725	NC_007181.1	1198321.0	1199403.0	-	Saci_1406	Saci_1406	Sacid_01376		ATP-NAD kinase family protein	hypothetical protein	WP_011278238.1
SACI_RS06730	NC_007181.1	1199400.0	1200020.0	-	Saci_1407	Saci_1407	Sacid_01377		hypothetical protein	hypothetical protein	WP_011278239.1
SACI_RS06735	NC_007181.1	1200053.0	1200973.0	+	argF	Saci_1408	Sacid_01378		ornithine carbamoyltransferase	Ornithine carbamoyltransferase	WP_011278240.1
SACI_RS06740	NC_007181.1	1200966.0	1202198.0	-	Saci_1409	Saci_1409	Sacid_01379		hypothetical protein	hypothetical protein	WP_011278241.1
SACI_RS06745	NC_007181.1	1202152.0	1202823.0	-	Saci_1410	Saci_1410	Sacid_01380		PHP domain-containing protein	hypothetical protein	WP_011278242.1
SACI_RS06750	NC_007181.1	1202820.0	1203872.0	-	asd_1	Saci_1411	Sacid_01381	asd	aspartate-semialdehyde dehydrogenase	Aspartate-semialdehyde dehydrogenase	WP_011278243.1
SACI_RS06755	NC_007181.1	1203857.0	1205200.0	-	thrA	Saci_1412	Sacid_01382		aspartate kinase	Bifunctional aspartokinase/homoserine dehydrogenase 1	WP_011278244.1
SACI_RS06760	NC_007181.1	1205197.0	1206375.0	-	thrC_2	Saci_1413	Sacid_01383		threonine synthase	Threonine synthase	WP_011278245.1
SACI_RS06765	NC_007181.1	1206477.0	1207928.0	+	ubiD	Saci_1414	Sacid_01384		UbiD family decarboxylase	3-octaprenyl-4-hydroxybenzoate carboxy-lyase	WP_011278246.1
SACI_RS06770	NC_007181.1	1207900.0	1208187.0	-	Saci_1415	Saci_1415	Sacid_01385		hypothetical protein	hypothetical protein	WP_011278247.1
SACI_RS06775	NC_007181.1	1208272.0	1208931.0	+	Saci_1416	Saci_1416	Sacid_01386		hypothetical protein	hypothetical protein	WP_011278248.1
SACI_RS06780	NC_007181.1	1208995.0	1211373.0	+	ppsA	Saci_1417	Sacid_01387		"pyruvate, water dikinase"	Phosphoenolpyruvate synthase	WP_011278249.1
SACI_RS06785	NC_007181.1	1211375.0	1211656.0	-	Saci_1418	Saci_1418	Sacid_01388		hypothetical protein	hypothetical protein	WP_011278250.1
SACI_RS06790	NC_007181.1	1211613.0	1212689.0	-	ino1_1	Saci_1419	Sacid_01389		inositol-3-phosphate synthase	Inositol-3-phosphate synthase	WP_011278251.1
SACI_RS06795	NC_007181.1	1212750.0	1213061.0	+	acyP	Saci_1420	Sacid_01390		acylphosphatase	Acylphosphatase	WP_015385610.1
SACI_RS06800	NC_007181.1	1213114.0	1214388.0	+	trpB	Saci_1421	Sacid_01391		TrpB-like pyridoxal phosphate-dependent enzyme	Tryptophan synthase beta chain	WP_011278253.1
SACI_RS06805	NC_007181.1	1214385.0	1215122.0	+	trpA	Saci_1422	Sacid_01392		tryptophan synthase subunit alpha	Tryptophan synthase alpha chain	WP_011278254.1
SACI_RS06810	NC_007181.1	1215112.0	1216158.0	+	trpD	Saci_1423	Sacid_01393		anthranilate phosphoribosyltransferase	Anthranilate phosphoribosyltransferase	WP_015385611.1
SACI_RS06815	NC_007181.1	1216145.0	1216744.0	+	trpF	Saci_1424	Sacid_01394		N-(5'-phosphoribosyl)anthranilate isomerase	N-(5'-phosphoribosyl)anthranilate isomerase	WP_011278256.1
SACI_RS06820	NC_007181.1	1216726.0	1218024.0	+	trpE	Saci_1425	Sacid_01395		anthranilate synthase component I	Anthranilate synthase component 1	WP_011278257.1
SACI_RS06825	NC_007181.1	1218041.0	1218610.0	+	pabA	Saci_1426	Sacid_01396		aminodeoxychorismate/anthranilate synthase component II	Aminodeoxychorismate/anthranilate synthase component 2	WP_011278258.1
SACI_RS06830	NC_007181.1	1218615.0	1219361.0	+	trpC	Saci_1427	Sacid_01397		indole-3-glycerol phosphate synthase TrpC	Indole-3-glycerol phosphate synthase	WP_011278259.1
SACI_RS06835	NC_007181.1	1219373.0	1220575.0	+	Saci_1428	Saci_1428	Sacid_01398		pyridoxal phosphate-dependent aminotransferase	Aspartate aminotransferase	WP_011278260.1
SACI_RS06840	NC_007181.1	1220593.0	1223088.0	-	valS_1	Saci_1430	Sacid_01399		valine--tRNA ligase	Valine--tRNA ligase	WP_011278261.1
SACI_RS06845	NC_007181.1	1223089.0	1224078.0	+	Saci_1431	Saci_1431	Sacid_01400		NAD(P)/FAD-dependent oxidoreductase	hypothetical protein	WP_011278262.1
SACI_RS06850	NC_007181.1	1224053.0	1224445.0	+	Saci_1432	Saci_1432	Sacid_01401		hypothetical protein	hypothetical protein	WP_011278263.1
SACI_RS06855	NC_007181.1	1224445.0	1224765.0	+	Saci_1433	Saci_1433	Sacid_01402		hypothetical protein	hypothetical protein	WP_011278264.1
SACI_RS11925	NC_007181.1	1224723.0	1225055.0	-	Saci_1434	Saci_1434	Sacid_01403		hypothetical protein	hypothetical protein	WP_015385859.1
SACI_RS06865	NC_007181.1	1225027.0	1225245.0	-	Saci_1435	Saci_1435	Sacid_01404		hypothetical protein	hypothetical protein	WP_011278266.1
SACI_RS06870	NC_007181.1	1225387.0	1227549.0	-	treY_2		"Sacid_01405, Sacid_01406, Sacid_01407"	treY	malto-oligosyltrehalose synthase	Maltooligosyl trehalose synthase	
SACI_RS06875	NC_007181.1	1227546.0	1229687.0	-	glgX	Saci_1439	Sacid_01408		glycogen debranching protein GlgX	Glycogen operon protein GlgX 	WP_011278267.1
SACI_RS06880	NC_007181.1	1229684.0	1231354.0	-	treZ	Saci_1440	Sacid_01409		malto-oligosyltrehalose trehalohydrolase	Malto-oligosyltrehalose trehalohydrolase	WP_011278268.1
SACI_RS11855	NC_007181.1	1231584.0	1231667.0	+	SACI_RS11855				putative integrase		WP_147127859.1
SACI_RS06885	NC_007181.1	1231688.0	1232518.0	+	Saci_1441	Saci_1441			hypothetical protein		WP_015385614.1
SACI_RS06890	NC_007181.1	1232594.0	1233118.0	+	Saci_1442	Saci_1442	Sacid_01411		hypothetical protein	hypothetical protein	WP_011278269.1
SACI_RS06895	NC_007181.1	1233266.0	1233892.0	+	Saci_1443	Saci_1443	Sacid_01412		hypothetical protein	hypothetical protein	WP_011278270.1
SACI_RS06900	NC_007181.1	1234257.0	1234739.0	-	SACI_RS06900		Sacid_01413		hypothetical protein	hypothetical protein	WP_015385615.1
SACI_RS11930	NC_007181.1	1235099.0	1235239.0	-	SACI_RS11930				hypothetical protein		WP_155589489.1
SACI_RS06905	NC_007181.1	1235415.0	1236089.0	+	Saci_1445	Saci_1445	Sacid_01414		hypothetical protein	hypothetical protein	WP_147127856.1
SACI_RS06910	NC_007181.1	1236721.0	1238265.0	-	Saci_1447	Saci_1447	Sacid_01416		ATP-binding protein	hypothetical protein	WP_011278273.1
SACI_RS06915	NC_007181.1	1238237.0	1238593.0	-	Saci_1448	Saci_1448	Sacid_01417		hypothetical protein	hypothetical protein	WP_011278274.1
SACI_RS06920	NC_007181.1	1238806.0	1239951.0	+	Saci_1449	Saci_1449	Sacid_01418		hypothetical protein	hypothetical protein	WP_011278275.1
SACI_RS11660	NC_007181.1	1240242.0	1240400.0	+	Saci_1450	Saci_1450			putative integrase		WP_080504037.1
SACI_RS06930	NC_007181.1	1240567.0	1240923.0	-	Saci_1452	Saci_1452	Sacid_01420		hypothetical protein	hypothetical protein	WP_011278276.1
SACI_RS06940	NC_007181.1	1241078.0	1241686.0	-	Saci_1454	Saci_1454	Sacid_01421		DUF434 domain-containing protein	hypothetical protein	WP_015385617.1
SACI_RS06945	NC_007181.1	1241676.0	1244399.0	-	alaS_2	Saci_1455	Sacid_01422		alanine--tRNA ligase	Alanine--tRNA ligase	WP_011278278.1
SACI_RS06950	NC_007181.1	1244440.0	1244757.0	-	rpl12p	Saci_1456	Sacid_01423		50S ribosomal protein P1	hypothetical protein	WP_011278279.1
SACI_RS06955	NC_007181.1	1244799.0	1245806.0	-	Saci_1457	Saci_1457	Sacid_01424		50S ribosomal protein L10	hypothetical protein	WP_011278280.1
SACI_RS06960	NC_007181.1	1245803.0	1246468.0	-	rplA	Saci_1458	Sacid_01425		50S ribosomal protein L1	50S ribosomal protein L1	WP_011278281.1
SACI_RS06965	NC_007181.1	1246465.0	1246977.0	-	Saci_1459	Saci_1459	Sacid_01426		50S ribosomal protein L11	hypothetical protein	WP_011278282.1
SACI_RS06970	NC_007181.1	1246985.0	1247443.0	-	Saci_1460	Saci_1460	Sacid_01427		transcription elongation factor Spt5	hypothetical protein	WP_011278283.1
SACI_RS06975	NC_007181.1	1247457.0	1247654.0	-	Saci_1461	Saci_1461	Sacid_01428		protein translocase SEC61 complex subunit gamma	hypothetical protein	WP_011278284.1
SACI_RS06980	NC_007181.1	1247670.0	1248779.0	-	ftsY		Sacid_01429		signal recognition particle-docking protein FtsY	Signal recognition particle receptor FtsY	WP_048054401.1
SACI_RS06985	NC_007181.1	1248776.0	1249225.0	-	pfdA	Saci_1463	Sacid_01430		prefoldin subunit alpha	Prefoldin subunit alpha	WP_015385618.1
SACI_RS06990	NC_007181.1	1249222.0	1249482.0	-	Saci_1464	Saci_1464	Sacid_01431		50S ribosomal protein L18a	hypothetical protein	WP_011278287.1
SACI_RS06995	NC_007181.1	1249484.0	1250155.0	-	Saci_1465	Saci_1465	Sacid_01432		translation initiation factor IF-6	hypothetical protein	WP_011278288.1
SACI_RS07000	NC_007181.1	1250152.0	1250541.0	-	Saci_1466	Saci_1466	Sacid_01433		50S ribosomal protein L31e	hypothetical protein	WP_011278289.1
SACI_RS07005	NC_007181.1	1250546.0	1250707.0	-	Saci_1467	Saci_1467	Sacid_01434		50S ribosomal protein L39e	hypothetical protein	WP_011278290.1
SACI_RS07010	NC_007181.1	1250698.0	1251048.0	-	Saci_1468	Saci_1468	Sacid_01435		DNA-binding protein	hypothetical protein	WP_039671597.1
SACI_RS07015	NC_007181.1	1251058.0	1251522.0	-	Saci_1469	Saci_1469	Sacid_01436		30S ribosomal protein S19e	hypothetical protein	WP_011278292.1
SACI_RS07020	NC_007181.1	1251589.0	1252761.0	+	pncB2	Saci_1470	Sacid_01437		nicotinate phosphoribosyltransferase	Nicotinate phosphoribosyltransferase pncB2	WP_011278293.1
SACI_RS07025	NC_007181.1	1252751.0	1253803.0	-	Saci_1471	Saci_1471	Sacid_01438		phosphate uptake regulator PhoU	hypothetical protein	WP_011278294.1
SACI_RS07030	NC_007181.1	1253865.0	1254854.0	-	Saci_1472	Saci_1472	Sacid_01439		DUF711 family protein	hypothetical protein	WP_011278295.1
SACI_RS07035	NC_007181.1	1254908.0	1255303.0	+	Saci_1473	Saci_1473	Sacid_01440		DsrE/DsrF/DrsH-like family protein	hypothetical protein	WP_011278296.1
SACI_RS07040	NC_007181.1	1255303.0	1255524.0	+	Saci_1474	Saci_1474	Sacid_01441		sulfurtransferase TusA family protein	hypothetical protein	WP_011278297.1
SACI_RS07045	NC_007181.1	1255572.0	1256459.0	+	cysM	Saci_1475	Sacid_01442		cysteine synthase family protein	Cysteine synthase B	WP_011278298.1
SACI_RS07050	NC_007181.1	1256654.0	1257328.0	+	Saci_1477	Saci_1477	Sacid_01444		hypothetical protein	hypothetical protein	WP_011278300.1
SACI_RS07055	NC_007181.1	1257537.0	1258478.0	+	moaA_3	Saci_1479	Sacid_01446	moaA	"GTP 3',8-cyclase MoaA"	"GTP 3',8-cyclase"	WP_011278302.1
SACI_RS07060	NC_007181.1	1258456.0	1259553.0	+	Saci_1480	Saci_1480	Sacid_01447		aminopeptidase P family protein	"Methionine aminopeptidase 1, mitochondrial"	WP_011278303.1
SACI_RS07065	NC_007181.1	1259620.0	1260249.0	+	folE	Saci_1481	Sacid_01448		GTP cyclohydrolase I FolE	GTP cyclohydrolase 1	WP_011278304.1
SACI_RS07070	NC_007181.1	1260273.0	1261175.0	+	Saci_1482	Saci_1482	Sacid_01449		MarR family transcriptional regulator	hypothetical protein	WP_011278305.1
SACI_RS07075	NC_007181.1	1261179.0	1262600.0	-	glnA	Saci_1483	Sacid_01450		type I glutamate--ammonia ligase	Glutamine synthetase	WP_011278306.1
SACI_RS07080	NC_007181.1	1262708.0	1263322.0	-	fbpC	Saci_1484	Sacid_01451		ABC transporter ATP-binding protein	Fe(3+) ions import ATP-binding protein FbpC	WP_011278307.1
SACI_RS07085	NC_007181.1	1263309.0	1263734.0	-	Saci_1485	Saci_1485	Sacid_01452		thiol reductase thioredoxin	hypothetical protein	WP_011278308.1
SACI_RS07090	NC_007181.1	1263956.0	1264825.0	+	Saci_1486	Saci_1486	Sacid_01453		hypothetical protein	hypothetical protein	WP_015385619.1
SACI_RS07095	NC_007181.1	1264810.0	1265859.0	+	rsmB_1	Saci_1487	Sacid_01454		RsmB/NOP family class I SAM-dependent RNA methyltransferase	Ribosomal RNA small subunit methyltransferase B	WP_011278310.1
SACI_RS07100	NC_007181.1	1265859.0	1266368.0	+	yrdA	Saci_1488	Sacid_01455		hypothetical protein	Protein YrdA	WP_011278311.1
SACI_RS07105	NC_007181.1	1266365.0	1267336.0	+	pqqE_2	Saci_1489	Sacid_01456		radical SAM protein	PqqA peptide cyclase	WP_011278312.1
SACI_RS07110	NC_007181.1	1267333.0	1268196.0	-	xerD	Saci_1490	Sacid_01457		tyrosine-type recombinase/integrase	Tyrosine recombinase XerD	WP_011278313.1
SACI_RS07115	NC_007181.1	1268394.0	1269269.0	-	Saci_1491	Saci_1491	Sacid_01458		hypothetical protein	hypothetical protein	WP_011278314.1
SACI_RS07120	NC_007181.1	1269327.0	1269986.0	+	Saci_1492	Saci_1492	Sacid_01459		hypothetical protein	hypothetical protein	WP_011278315.1
SACI_RS07125	NC_007181.1	1270248.0	1272275.0	+	Saci_1493	Saci_1493	Sacid_01460		hypothetical protein	hypothetical protein	WP_011278316.1
SACI_RS07130	NC_007181.1	1272319.0	1273728.0	+	Saci_1494	Saci_1494	Sacid_01461		type II/IV secretion system ATPase subunit	hypothetical protein	WP_011278317.1
SACI_RS07135	NC_007181.1	1273709.0	1275175.0	+	Saci_1495	Saci_1495	Sacid_01462		hypothetical protein	hypothetical protein	WP_011278318.1
SACI_RS07140	NC_007181.1	1275200.0	1275631.0	+	Saci_1496	Saci_1496	Sacid_01463		hypothetical protein	hypothetical protein	WP_011278319.1
SACI_RS11670	NC_007181.1	1275637.0	1276026.0	+	SACI_RS11670		Sacid_01464		hypothetical protein	hypothetical protein	WP_015385622.1
SACI_RS07145	NC_007181.1	1276079.0	1276756.0	+	nth_2	Saci_1497	Sacid_01465		endonuclease III	Endonuclease III	WP_015385623.1
SACI_RS07150	NC_007181.1	1276832.0	1277431.0	+	Saci_1498	Saci_1498	Sacid_01466		ParB N-terminal domain-containing protein	hypothetical protein	WP_011278321.1
SACI_RS07155	NC_007181.1	1277422.0	1278816.0	+	Saci_1499	Saci_1499	Sacid_01467	arnC	glycosyltransferase family 2 protein	Undecaprenyl-phosphate 4-deoxy-4-formamido-L-arabinose transferase	WP_011278322.1
SACI_RS07160	NC_007181.1	1278857.0	1281487.0	+	rhlE	Saci_1500	Sacid_01468		ATP-dependent helicase	ATP-dependent RNA helicase RhlE	WP_011278323.1
SACI_RS11675	NC_007181.1	1281398.0	1281730.0	-	Saci_1501	Saci_1501	Sacid_01469		hypothetical protein	hypothetical protein	WP_015385624.1
SACI_RS07165	NC_007181.1	1281727.0	1282629.0	-	IMPDH_6	Saci_1502	Sacid_01470		CBS domain-containing protein	Inosine-5'-monophosphate dehydrogenase	WP_011278325.1
SACI_RS07170	NC_007181.1	1282669.0	1283355.0	-	Saci_1503	Saci_1503	Sacid_01471		DUF2192 domain-containing protein	hypothetical protein	WP_011278326.1
SACI_RS07175	NC_007181.1	1283410.0	1283802.0	+	Saci_1504	Saci_1504	Sacid_01472		hypothetical protein	hypothetical protein	WP_011278327.1
SACI_RS07180	NC_007181.1	1283789.0	1284115.0	-	Saci_1505	Saci_1505	Sacid_01473		helix-turn-helix transcriptional regulator	hypothetical protein	WP_011278328.1
SACI_RS07185	NC_007181.1	1284170.0	1285051.0	+	Saci_1506	Saci_1506	Sacid_01474		alcohol dehydrogenase	hypothetical protein	WP_011278329.1
SACI_RS07190	NC_007181.1	1285035.0	1286234.0	-	lysN_2	Saci_1507	Sacid_01475		PLP-dependent aminotransferase family protein	2-aminoadipate transaminase	WP_011278330.1
SACI_RS07195	NC_007181.1	1286281.0	1287075.0	+	cinA_2	Saci_1508	Sacid_01476		nicotinamide mononucleotide deamidase-related protein	Putative competence-damage inducible protein	WP_011278331.1
SACI_RS07200	NC_007181.1	1287046.0	1287780.0	-	menH	Saci_1509	Sacid_01477		alpha/beta hydrolase	"2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase"	WP_080504020.1
SACI_RS07205	NC_007181.1	1287829.0	1289457.0	-	Saci_1510	Saci_1510	Sacid_01478		phenylalanine--tRNA ligase subunit beta	hypothetical protein	WP_011278332.1
SACI_RS07210	NC_007181.1	1289460.0	1290857.0	-	Saci_1511	Saci_1511	Sacid_01479		phenylalanine--tRNA ligase subunit alpha	hypothetical protein	WP_011278333.1
SACI_RS07215	NC_007181.1	1290859.0	1291542.0	-	Saci_1512	Saci_1512	Sacid_01480		metal-dependent hydrolase	hypothetical protein	WP_015385626.1
SACI_RS07220	NC_007181.1	1291595.0	1292494.0	+	Saci_1513	Saci_1513	Sacid_01481		type II methionyl aminopeptidase	"Methionine aminopeptidase 1, mitochondrial"	WP_011278335.1
SACI_RS07225	NC_007181.1	1292540.0	1293676.0	+	Saci_1514	Saci_1514	Sacid_01482		DUF1512 domain-containing protein	hypothetical protein	WP_011278336.1
SACI_RS07230	NC_007181.1	1293673.0	1293873.0	+	Saci_1515	Saci_1515	Sacid_01483		hypothetical protein	hypothetical protein	WP_011278337.1
SACI_RS07240	NC_007181.1	1294081.0	1295283.0	+	Saci_1517	Saci_1517	Sacid_01484		HD domain-containing protein	hypothetical protein	WP_011278338.1
SACI_RS07245	NC_007181.1	1295280.0	1295963.0	+	ybiV	Saci_1518	Sacid_01485		phosphoglycolate phosphatase	Sugar phosphatase YbiV	WP_011278339.1
SACI_RS07250	NC_007181.1	1295956.0	1297659.0	+	glnS	Saci_1519	Sacid_01486		glutamate--tRNA ligase	Glutamine--tRNA ligase	WP_011278340.1
SACI_RS07255	NC_007181.1	1297720.0	1298100.0	+	Saci_1520	Saci_1520	Sacid_01487		50S ribosomal protein L7ae	hypothetical protein	WP_011278341.1
SACI_RS07260	NC_007181.1	1298699.0	1300150.0	+	ydjE_2	Saci_1521	Sacid_01488		MFS transporter	Inner membrane metabolite transport protein YdjE	WP_015385627.1
SACI_RS11680	NC_007181.1	1300388.0	1300600.0	-	SACI_RS11680				integrase		
SACI_RS07270	NC_007181.1	1300761.0	1302815.0	-	Saci_1523	Saci_1523	Sacid_01490		winged helix-turn-helix transcriptional regulator	hypothetical protein	WP_011278343.1
SACI_RS07275	NC_007181.1	1302812.0	1303165.0	-	Saci_1524	Saci_1524	Sacid_01491		hypothetical protein	hypothetical protein	WP_011278344.1
SACI_RS07280	NC_007181.1	1303143.0	1303466.0	-	Saci_1525	Saci_1525	Sacid_01492		sigma-70 family RNA polymerase sigma factor	hypothetical protein	WP_011278345.1
SACI_RS07285	NC_007181.1	1303579.0	1303893.0	-	Saci_1526	Saci_1526	Sacid_01493		hypothetical protein	hypothetical protein	WP_011278346.1
SACI_RS11860	NC_007181.1	1303973.0	1304149.0	+	Saci_1527	Saci_1527	Sacid_01494		hypothetical protein	hypothetical protein	WP_011278347.1
SACI_RS07290	NC_007181.1	1304369.0	1304752.0	+	Saci_1528	Saci_1528	Sacid_01495		hypothetical protein	hypothetical protein	WP_011278348.1
SACI_RS07295	NC_007181.1	1304997.0	1305188.0	+	Saci_1529	Saci_1529	Sacid_01496		hypothetical protein	hypothetical protein	WP_011278349.1
SACI_RS07300	NC_007181.1	1305203.0	1306027.0	-	SACI_RS07300		Sacid_01497		integrase	hypothetical protein	WP_088912509.1
SACI_RS07305	NC_007181.1	1306283.0	1307311.0	+	SACI_RS07305				tyrosine-type recombinase/integrase		
SACI_RS07310	NC_007181.1	1307366.0	1309288.0	+	Saci_1534	Saci_1534	Sacid_01500		thermopsin	hypothetical protein	WP_011278350.1
